ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|ED|
ED|DR|DR|DR|UR|RU|DR|DR|TO|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DI|RU|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|AR|ST|DR|DR|DR|DR|DR|DR|ST|DR|MA|DR|DR|DR|DR|DR|DR|ST|DR|ST|DR|DR|DR|TO|UR|DR|DR|DR|RU|DR|DR|DR|TO|DR|ST|DI|AR|ST|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|RU|DR|DR|UR|DR|AR|ED|
ED|UR|DR|DR|ST|DR|DR|DR|DR|UR|TO|DR|DR|DR|RU|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|RU|ST|DR|ST|DR|DR|DR|ST|DR|DR|DR|MA|DR|DI|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|TO|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AR|DI|DR|DR|DR|DR|DR|DR|ST|DR|DR|ED|
ED|DR|DR|DR|DR|ST|DR|DR|ST|DR|UR|DR|DR|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|ST|DR|DR|ST|DR|DR|DR|DR|DR|DI|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DI|MA|DR|DR|DR|TO|DR|DR|DR|DR|AR|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|ED|
ED|ST|DR|DR|ST|DR|RU|DR|RU|DR|DR|DI|DR|ST|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|AR|DR|DR|DR|UR|DI|DI|DR|DR|DR|AR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|ED|
ED|TO|ST|DR|UR|DR|ST|RU|DR|DR|DR|DR|ST|MA|DR|DR|RU|DR|DR|DR|DR|DR|TO|DR|DR|DI|DR|DR|DR|DR|DR|TO|TO|UR|DR|DR|UR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DI|TO|DR|RU|TO|DR|ST|RU|ST|DR|MA|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|DI|DR|DR|DR|DR|ST|DR|DR|MA|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|TO|DR|DR|DR|TO|DR|DR|DR|AR|DR|DR|DR|DR|UR|DR|UR|DR|DR|DR|AR|RU|DR|DR|DR|UR|DR|DR|DR|RU|ST|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|DI|ST|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|UR|DR|DR|AM|DR|DR|DR|GO|DR|UR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|AM|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|GO|DR|DR|DR|DR|DR|GO|ST|DR|GO|DR|DR|ED|
ED|DR|DR|RU|DR|GO|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|MA|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|ST|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|DR|TO|DR|DI|DR|DR|GO|DR|ST|DR|DR|GO|DR|DR|TO|DR|DR|DR|DR|DR|ST|DR|DR|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AR|DI|ST|OP|DR|DI|GO|DR|DR|UR|DI|DR|GO|GO|DR|DR|ED|
ED|UR|DI|DR|DR|DR|DR|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|RU|TO|DR|DR|DR|DR|DR|DR|AM|DR|DR|DR|DR|OP|DR|DR|ST|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|MA|DR|DR|DR|DR|DR|DR|GO|GO|DR|DR|DR|DR|DR|DR|DR|DR|GO|GO|GO|DR|DR|DI|DR|DR|GO|DR|DR|DR|DR|ST|AM|DR|DR|DR|DR|DR|DR|DR|TO|DR|ST|DR|AR|RU|DR|DR|DR|RU|DR|DR|ED|
ED|DI|AM|DR|DR|DR|RU|DR|ST|DR|DR|GO|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|DI|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|TO|DR|DR|RU|UR|DR|DR|DR|DI|DR|DR|OP|MA|ST|DR|DR|DR|DR|DR|OP|DR|DR|MA|DR|DR|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|DR|GO|RU|UR|DR|DR|DR|DR|ST|DR|DR|AR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|ST|DR|DR|ST|DR|DR|DR|RU|DR|DR|DR|DR|DI|DR|DR|DR|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|DR|DR|UR|DR|DR|DI|DR|DR|DR|DR|DR|DR|UR|DR|DR|OP|DI|DR|DR|DR|RU|GO|DR|OP|DR|DI|DR|RU|AM|DR|DR|ST|RU|AM|DR|DR|DR|ST|DR|DR|DR|ST|OP|DI|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|RU|OP|ST|TO|DR|DR|PL|DR|DR|DR|DR|DR|ST|ST|DR|DR|DR|DR|MA|DR|DR|DR|DR|OP|PL|DR|DR|AR|DR|DR|MA|DR|ST|DR|DR|DR|ST|GO|DR|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|MA|DR|GO|DR|DR|DR|DR|ST|OP|DR|DR|RU|OP|TO|ST|DR|ST|GO|GO|DR|DR|DR|DR|DR|OP|DR|GO|DR|DR|UR|DR|DR|PL|ED|
ED|DI|TO|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|OP|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|ST|DR|DR|DR|ST|UR|DR|DR|ST|DR|DR|DR|DR|DR|AM|DR|DR|UR|DR|DI|TO|DR|DR|DR|DR|DR|DR|DR|RU|ST|GO|DR|DR|DR|DR|TO|UR|DR|DR|DR|DR|MA|DR|DR|DR|GO|GO|DR|MA|DI|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|AR|ST|DR|DR|DR|DR|DR|GO|ST|DR|DR|DR|UR|ED|
ED|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|GO|GO|TO|DR|DR|GO|DR|DR|ST|DR|DR|GO|DI|DR|PL|ST|DI|DR|ST|ST|ST|DR|DR|RU|DR|ST|DR|DR|DR|DR|DR|ST|GO|DR|DR|DR|DI|GO|DR|DR|ST|AR|DR|DR|DR|DR|DR|DR|DR|DR|GO|OP|TO|DR|DR|UR|ST|DR|DR|DR|DR|DR|TO|DI|DR|AR|DR|ST|ED|
ED|UR|DR|DR|DR|GO|DR|RU|DR|DR|ST|MA|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DI|DR|ST|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|AM|DR|RU|PL|DR|DR|DR|DR|GO|DR|PL|DR|MA|DR|DR|AM|DR|DR|DR|DR|ST|DR|DR|OP|DR|DR|DR|ST|ST|DR|DR|UR|DI|DR|DR|DR|DR|DR|DR|DR|DR|ST|TO|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|ST|UR|ST|DR|ST|ST|ST|ST|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|UR|PL|DR|DR|DR|DR|DR|DR|TO|DR|ST|ST|OP|DR|DI|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|TO|ST|DR|DR|DR|DI|DR|ST|DR|ST|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|RU|AR|UR|DR|DR|ST|DR|PL|TO|DR|ST|ST|AM|DR|DR|DR|MA|DR|DR|ST|DR|DR|MA|ED|
ED|GO|DR|DR|DR|DR|PL|ST|DR|GO|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|ST|DR|DR|DR|PL|DR|UR|DR|DR|DR|DR|RU|ST|DR|DR|DR|TO|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|ST|DR|DR|DR|DR|DR|GO|DR|GO|UR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DI|DR|DR|DR|RU|DR|DR|OP|AR|DR|ED|
ED|DR|MA|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|ST|DR|DR|DR|DR|DR|DR|ST|RU|ST|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|DR|DR|DI|DR|GO|ST|DR|DR|OP|DR|DR|ST|PL|DR|DR|DR|DR|DR|TO|ST|DR|DR|MA|DR|ST|UR|UR|DR|DR|DR|DR|UR|GO|DR|DR|DI|ST|DR|DR|DR|ST|DR|DR|ED|
ED|DR|DR|DR|GO|GO|DR|DR|DR|DR|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|UR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|TO|DR|DR|DR|ST|DR|DR|DR|RU|DR|DR|DR|ST|ST|DR|DR|DR|ST|DR|DR|DR|AR|PL|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|ST|DR|DR|ST|OP|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|PL|DR|AR|DR|GO|DR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AM|DR|PL|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|UR|DR|DR|DR|RU|DR|DR|DR|DR|DR|ST|MA|DR|DR|DR|DR|DR|DI|DR|DR|DI|TO|MA|TO|DR|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|DR|RU|GO|DR|DR|DI|DR|DR|DR|DR|DR|DR|DR|GO|DR|ST|DR|DI|GO|DR|DR|DR|UR|DR|OP|DR|DR|DI|DR|AM|DR|GO|ED|
ED|DR|DR|RU|DR|DR|DR|UR|DR|DR|TO|ST|DR|DR|DR|MA|DR|DR|GO|DR|ST|AR|DR|DR|DR|ST|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|DI|DR|RU|DR|DR|DR|DR|DR|DR|ST|ST|DR|DR|ST|DR|RU|DR|OP|PL|DI|MA|DR|DR|ST|DR|DR|DR|DR|GO|ST|DR|DR|DR|DR|DR|DR|DR|ST|PL|DR|OP|DR|DR|DR|DR|AM|UR|DR|DR|DR|RU|DR|AR|RU|DR|DR|DR|AM|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|MA|DR|DI|DR|DR|DR|DR|DR|DR|AR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|PL|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DI|DI|DR|DR|DR|MA|DR|MA|RU|DR|ST|TO|DR|TO|DR|DR|DR|MA|DR|DI|DR|DR|PL|DR|DR|DR|MA|DR|DR|DR|DR|DR|DI|DR|DR|ST|DR|ST|DR|ST|TO|DR|DR|DR|ST|DR|DR|DR|DR|PL|DR|GO|DR|ED|
ED|DR|OP|PL|DR|DR|DR|DR|AM|DR|DR|DR|DR|TO|DR|UR|DR|DR|DR|DR|UR|OP|DR|DR|DR|DR|DR|MA|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DI|DR|DR|OP|DR|DR|DR|DR|DR|OP|DR|DR|ST|DR|DR|DR|AM|DR|DR|RU|DR|DR|DR|DR|DI|DR|DR|DR|DR|DR|DI|DR|PL|UR|AR|DR|GO|DI|DR|DR|DR|OP|DR|ST|DR|DR|DR|DR|TO|DR|DR|DR|UR|MA|DR|ED|
ED|TO|DR|DR|DR|DR|DR|AM|OP|DR|TO|UR|DR|DR|DR|DR|DR|ST|DR|PL|DR|OP|DR|DR|MA|DR|UR|DR|AM|DR|DR|OP|DR|DR|DR|DR|ST|ST|OP|DR|DR|DR|DR|DR|DI|DR|DR|AR|DR|MA|ST|GO|DR|GO|DR|GO|DR|RU|OP|UR|DR|DR|DR|GO|GO|DR|DR|DR|DR|UR|DR|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|ED|
ED|DR|DR|DR|ST|DR|TO|DR|TO|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|DI|PL|RU|DR|DR|GO|DR|GO|DR|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|MA|DR|DR|DI|DR|DR|DR|GO|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|TO|DR|DR|DR|AM|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|GO|ST|DR|DR|DR|DR|DR|DR|UR|ST|DR|DR|AR|ED|
ED|GO|OP|OP|DR|MA|GO|DR|UR|DR|DR|UR|DR|DR|DR|DR|GO|DR|DR|DR|OP|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|GO|DR|DR|AM|DR|ST|UR|DR|DR|OP|DR|DR|UR|ST|GO|ST|DR|DR|DR|DR|RU|DR|DR|ST|DR|GO|MA|DR|ST|ST|DR|DR|DR|PL|DR|ST|DR|DR|DR|AR|DR|DR|DR|DR|GO|DR|DR|RU|DR|AM|GO|DR|DR|DR|DR|GO|DR|DR|DR|DR|UR|ED|
ED|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AM|OP|DR|ST|DR|PL|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|PL|DR|ST|DR|DR|DR|DR|GO|PL|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|RU|DR|DR|AR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|ST|TO|TO|DR|DR|DR|DR|DR|DR|DR|ST|AM|UR|DR|DR|DR|DR|DR|DR|DR|ST|DR|RU|DR|DR|DR|MA|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|RU|DR|RU|DR|DR|DR|DR|DR|DR|PL|RU|ST|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|GO|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|RU|DR|TO|DR|DR|GO|ED|
ED|DR|OP|MA|DR|PL|ST|DR|ST|DR|DR|UR|DR|TO|DR|RU|DR|DR|DR|UR|DR|DR|DR|DR|DR|RU|DR|DR|ST|DR|AM|DR|DR|PL|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|PL|DR|DR|DR|ST|DR|DR|AM|DR|DR|DR|DR|DR|DR|UR|DR|DR|AM|DR|PL|DR|DR|DR|ST|DR|MA|DR|GO|DR|DR|ST|DR|DR|DR|DR|DR|DR|ST|ST|DR|DR|DR|DR|DR|DR|DR|PL|DR|ST|GO|DR|DR|GO|UR|ED|
ED|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|RU|DR|DR|ST|DR|DR|DR|ST|RU|DR|DR|ST|DR|DR|UR|ST|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AM|DR|TO|TO|DR|DR|DR|DR|TO|DR|DR|DR|RU|ST|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|GO|DR|GO|DR|DR|DR|UR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|ST|ST|DR|OP|DR|DR|DR|DR|AR|DR|DR|RU|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|AR|ST|DR|DR|DR|DR|DR|TO|DR|DR|DR|DR|AR|DR|DR|DR|PL|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|TO|ST|DR|DR|TO|DR|MA|DR|UR|DR|ST|UR|DR|DR|OP|DR|PL|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|PL|DR|AR|DR|DR|DR|DR|DR|TO|DR|DR|GO|DR|DR|DR|TO|OP|ST|ST|DR|DR|DR|DR|DR|UR|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|RU|DR|ST|DR|DR|DR|OP|DR|DR|RU|DR|DR|OP|DR|DR|DR|TO|DR|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|UR|DR|DR|RU|DR|ST|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|ST|DR|DR|DR|DR|DR|DR|DR|DR|UR|DR|ST|MA|DR|ED|
ED|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|UR|AR|DR|DR|DR|DR|DR|DR|PL|OP|ST|DR|DR|PL|GO|ST|GO|DR|DR|DR|DR|DR|DR|DR|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|ST|PL|DR|MA|MA|DR|DR|DR|DR|RU|DR|DR|DR|ST|DR|DR|DR|DR|ST|ST|DR|ST|TO|DR|DR|ST|DR|DR|AM|ED|
ED|DR|DR|OP|DR|DR|RU|DR|DR|TO|DR|GO|DR|GO|DR|DR|DR|DR|DR|DR|DR|RU|DR|DR|ST|ST|DR|DR|AM|DR|DR|DR|TO|DR|DR|DR|DR|DR|PL|AM|DR|DR|DR|DR|ST|GO|DR|DR|DR|ST|DR|GO|GO|DR|DR|DR|DR|AR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|TO|DR|OP|AR|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|PL|GO|TO|DR|DR|DR|DR|DR|DR|DR|ED|
ED|DR|DR|PL|DR|DR|DR|DR|DR|DR|DR|MA|DR|MA|DR|DR|AM|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|GO|DR|UR|ST|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|RU|OP|DR|DR|DR|DR|DR|OP|DR|DR|DR|DR|RU|DR|AR|DR|DR|DR|DR|DR|DR|DR|ST|GO|DR|DR|DR|GO|DR|DR|DR|DR|DR|ED|
ED|DR|DR|DR|GO|RU|DR|DR|TO|DR|DR|DR|GO|DR|DR|UR|ST|UR|DR|DR|AR|DR|DR|DR|DR|GO|DR|DR|ST|DR|AR|DR|DR|DR|DR|MA|RU|PL|DR|DR|DR|DR|DR|DR|UR|DR|DR|ST|DR|DR|DR|DR|OP|DR|DR|ST|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|GO|DR|DR|DR|PL|DR|DR|UR|DR|DR|DR|DR|GO|GO|DR|DR|DR|ST|DR|ST|DR|DR|DR|DR|ST|DR|DR|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|UR|DR|ST|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|PL|DR|DR|DR|DR|DR|DR|DR|GO|TO|DR|DR|GO|AR|DR|ST|DR|DR|DR|DR|AM|DR|DR|DR|ST|ST|DR|ST|DR|DR|GO|DR|ST|DR|DR|DR|DR|OP|DR|DR|OP|ST|DR|DR|DR|DR|GO|DR|AR|DR|AR|DR|PL|ST|DR|DR|DR|DR|RU|OP|OP|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|MA|DR|DR|ED|
ED|DR|DR|DR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|MA|DR|DR|DR|DR|DR|PL|DR|DR|DR|DR|ST|UR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AR|DR|AM|AR|MA|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|GO|DR|DR|DR|DR|DR|DR|GO|GO|DR|DR|DR|DR|DR|ST|ST|DR|GO|ST|DR|GO|ST|ST|ST|ED|
ED|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|PL|DR|DR|DR|OP|DR|AR|DR|MA|DR|PL|DR|DR|DR|DR|RU|DR|DR|TO|DR|DR|DR|DR|DR|OP|DR|AM|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|AR|DR|DR|DR|DR|ST|AM|MA|DR|DR|DR|DR|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|DR|ST|DR|DR|DR|GO|ST|DR|DR|ED|
ED|DR|DR|DR|DR|DR|ST|DR|OP|DR|DR|GO|DR|ST|DR|DR|DR|ST|DR|DR|ST|TO|DR|UR|DR|ST|DR|DR|DR|TO|DR|DR|DR|DR|PL|RU|DR|ST|DR|DR|RU|TO|DR|TO|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|RU|DR|DR|DR|DR|OP|OP|DR|UR|DR|DR|DR|DR|ST|DR|DR|DR|ST|OP|ST|DR|ST|DR|DR|ST|DR|DR|GO|DR|DR|DR|DR|DR|DR|PL|ST|DR|DR|ED|
ED|DR|DR|DR|DR|ST|DR|DR|DR|DR|UR|DR|ST|DR|DR|MA|DR|PL|MA|DR|DR|DR|DR|ST|DR|ST|RU|GO|GO|DR|GO|DR|DR|DR|DR|DR|OP|DR|DR|DR|DR|DR|DR|MA|DR|DR|DR|DR|GO|DR|DR|ST|DR|DR|OP|DR|DR|AM|UR|TO|GO|DR|ST|RU|DR|MA|ST|DR|DR|DR|ST|AM|GO|ST|DR|AM|AM|DR|DR|MA|DR|DR|DR|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|ST|DR|ED|
ED|GO|DR|DR|DR|DR|TO|DR|DR|DR|DR|OP|DR|DR|DR|DR|ST|DR|ST|DR|DR|DR|DR|DR|ST|DR|GO|DR|DR|DR|DR|DR|DR|DR|AR|RU|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|OP|ST|DR|ST|DR|DR|RU|DR|GO|UR|DR|DR|DR|TO|DR|TO|DR|DR|DR|AM|DR|DR|DR|DR|UR|DR|DR|DR|DR|RU|DR|DR|DR|DR|DR|GO|DR|ED|
ED|DR|DR|DR|DR|DR|DR|MA|DR|DR|UR|MA|DR|DR|RU|DR|DR|DR|DR|OP|DR|UR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|AM|DR|DR|DR|ST|DR|DR|MA|DR|DR|DR|DR|DR|RU|DR|DR|DR|RU|DR|DR|ST|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|UR|DR|DR|DR|DR|DR|DR|GO|DR|DR|DR|DR|DR|ST|ST|DR|DR|DR|OP|DR|DR|DR|TO|ST|DR|DR|DR|AM|DR|DR|DR|ED|
ED|ST|DR|AM|DR|DR|DR|DR|DR|RU|DR|DR|DR|DR|TO|DR|DR|GO|DR|ST|DR|DR|MA|DR|DR|DR|DR|PL|DR|DR|DR|TO|DR|DR|DR|DR|DR|DR|PL|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|ST|DR|DR|DR|DR|OP|DR|DR|OP|DR|DR|ST|DR|DR|DR|DR|DR|AM|OP|DR|DR|PL|DR|DR|DR|AR|AM|DR|DR|TO|MA|DR|DR|DR|DR|MA|UR|ST|DR|ST|DR|DR|DR|ST|DR|DR|ED|
ED|ST|DR|DR|TO|DR|PL|DR|DR|DR|DR|DR|DR|DR|DR|GO|UR|ST|DR|DR|DR|DR|DR|UR|DR|DR|DR|DR|MA|ST|AM|MA|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|ST|DR|DR|DR|DR|DR|DR|DR|DR|DR|DR|PL|MA|PL|AM|ST|DR|DR|MA|DR|DR|DR|MA|RU|DR|DR|ST|DR|DR|DR|DR|GO|DR|TO|DR|DR|DR|DR|DR|ST|PL|PL|DR|DR|DR|DR|DR|DR|ST|DR|DR|AM|DR|UR|ED|
